repo,focal_method,test_method,missed_branches,total_branches,missed_lines,total_lines,branch_coverage,line_coverage
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Cell.java###getText,test07,1388,1399,2748,2817,0.007862759113652609,0.024494142705005325
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test00,1397,1399,2800,2817,0.0014295925661186562,0.006034788782392616
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test01,1398,1399,2802,2817,0.0007147962830593281,0.005324813631522897
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test05,1398,1399,2801,2817,0.0007147962830593281,0.0056798012069577564
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test09,1394,1399,2797,2817,0.0035739814152966403,0.007099751508697196
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test10,1391,1399,2793,2817,0.005718370264474625,0.008519701810436636
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test11,1393,1399,2792,2817,0.004288777698355968,0.008874689385871494
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test12,1394,1399,2795,2817,0.0035739814152966403,0.007809726659566915
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test15,1397,1399,2803,2817,0.0014295925661186562,0.004969826056088037
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test20,1397,1399,2788,2817,0.0014295925661186562,0.010294639687610933
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test23,1398,1399,2800,2817,0.0007147962830593281,0.006034788782392616
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test27,1398,1399,2803,2817,0.0007147962830593281,0.004969826056088037
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test29,1398,1399,2803,2817,0.0007147962830593281,0.004969826056088037
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test34,1396,1399,2799,2817,0.002144388849177984,0.006389776357827476
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test35,1397,1399,2802,2817,0.0014295925661186562,0.005324813631522897
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test36,1397,1399,2790,2817,0.0014295925661186562,0.009584664536741214
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test37,1397,1399,2801,2817,0.0014295925661186562,0.0056798012069577564
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test45,1399,1399,2812,2817,0.0,0.001774937877174299
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Rectangle.java###boundingBoxOf,test46,1398,1399,2806,2817,0.0007147962830593281,0.0039048633297834577
